Symbol,Approved.Symbol
MIR514B,MIR514B
MIR515-1,MIR515-1
MIR515-2,MIR515-2
MIR516A1,MIR516A1
MIR516A2,MIR516A2
MIR516B1,MIR516B1
MIR516B2,MIR516B2
MIR517A,MIR517A
MIR517B,MIR517B
MIR517C,MIR517C
MIR5186,MIR5186
MIR5187,MIR5187
MIR5188,MIR5188
MIR5189,MIR5189
MIR518A1,MIR518A1
MIR518A2,MIR518A2
MIR518B,MIR518B
MIR518C,MIR518C
MIR518D,MIR518D
MIR518E,MIR518E
MIR518F,MIR518F
MIR5190,MIR5190
MIR5191,MIR5191
MIR5192,MIR5192
MIR5193,MIR5193
MIR5194,MIR5194
MIR5195,MIR5195
MIR5196,MIR5196
MIR5197,MIR5197
MIR519A1,MIR519A1
MIR519A2,MIR519A2
MIR519B,MIR519B
MIR519C,MIR519C
MIR519D,MIR519D
MIR519E,MIR519E
MIR520A,MIR520A
MIR520B,MIR520B
MIR520C,MIR520C
MIR520D,MIR520D
MIR520E,MIR520E
MIR520F,MIR520F
MIR520G,MIR520G
MIR520H,MIR520H
MIR521-1,MIR521-1
MIR521-2,MIR521-2
MIR522,MIR522
MIR523,MIR523
MIR524,MIR524
MIR525,MIR525
MIR526A1,MIR526A1
MIR526A2,MIR526A2
MIR526B,MIR526B
MIR527,MIR527
MIR532,MIR532
MIR539,MIR539
MIR541,MIR541
MIR542,MIR542
MIR543,MIR543
MIR544,MIR544A
MIR544A,MIR544A
MIR544B,MIR544B
MIR545,MIR545
MIR548A1,MIR548A1
MIR548A1HG,MIR548A1HG
MIR548A2,MIR548A2
MIR548A3,MIR548A3
MIR548AA1,MIR548AA1
MIR548AA2,MIR548AA2
MIR548AB,MIR548AB
MIR548AC,MIR548AC
MIR548AD,MIR548AD
MIR548AE1,MIR548AE1
MIR548AE2,MIR548AE2
MIR548AG1,MIR548AG1
MIR548AG2,MIR548AG2
MIR548AH,MIR548AH
MIR548AI,MIR548AI
MIR548AJ1,MIR548AJ1
MIR548AJ2,MIR548AJ2
MIR548AK,MIR548AK
MIR548AL,MIR548AL
MIR548AM,MIR548AM
MIR548AN,MIR548AN
MIR548AO,MIR548AO
MIR548AP,MIR548AP
MIR548AQ,MIR548AQ
MIR548AR,MIR548AR
MIR548AS,MIR548AS
MIR548AT,MIR548AT
MIR548AU,MIR548AU
MIR548AV,MIR548AV
MIR548AW,MIR548AW
MIR548AX,MIR548AX
MIR548AY,MIR548AY
MIR548AZ,MIR548AZ
MIR548B,MIR548B
MIR548BA,MIR548BA
MIR548BB,MIR548BB
MIR548BC,MIR548BC
MIR548C,MIR548C
MIR548D1,MIR548D1
MIR548D2,MIR548D2
MIR548E,MIR548E
MIR548F1,MIR548F1
MIR548F2,MIR548F2
MIR548F3,MIR548F3
MIR548F4,MIR548F4
MIR548F5,MIR548F5
MIR548G,MIR548G
MIR548H1,MIR548H1
MIR548H2,MIR548H2
MIR548H3,MIR548H3
MIR548H4,MIR548H4
MIR548H5,MIR548H5
MIR548I1,MIR548I1
MIR548I2,MIR548I2
MIR548I3,MIR548I3
MIR548I4,MIR548I4
MIR548J,MIR548J
MIR548K,MIR548K
MIR548L,MIR548L
MIR548M,MIR548M
MIR548N,MIR548N
MIR548O,MIR548O
MIR548O2,MIR548O2
MIR548P,MIR548P
MIR548Q,MIR548Q
MIR548S,MIR548S
MIR548T,MIR548T
MIR548U,MIR548U
MIR548V,MIR548V
MIR548W,MIR548W
MIR548X,MIR548X
MIR548X2,MIR548X2
MIR548XHG,MIR548XHG
MIR548Y,MIR548Y
MIR548Z,MIR548Z
MIR549,MIR549A
MIR549A,MIR549A
MIR550-1,MIR550A1
MIR550-2,MIR550A2
MIR550A1,MIR550A1
MIR550A2,MIR550A2
MIR550A3,MIR550A3
MIR550B1,MIR550B1
MIR550B2,MIR550B2
MIR551A,MIR551A
MIR551B,MIR551B
MIR552,MIR552
MIR553,MIR553
MIR554,MIR554
MIR555,MIR555
MIR556,MIR556
MIR557,MIR557
MIR5571,MIR5571
MIR5572,MIR5572
MIR5579,MIR5579
MIR558,MIR558
MIR5580,MIR5580
MIR5581,MIR5581
MIR5582,MIR5582
MIR5583-1,MIR5583-1
MIR5583-2,MIR5583-2
MIR5584,MIR5584
MIR5585,MIR5585
MIR5586,MIR5586
MIR5587,MIR5587
MIR5588,MIR5588
MIR5589,MIR5589
MIR559,MIR559
MIR5590,MIR5590
MIR5591,MIR5591
MIR561,MIR561
MIR562,MIR562
MIR563,MIR563
MIR564,MIR564
MIR567,MIR567
MIR568,MIR568
MIR5680,MIR5680
MIR5681A,MIR5681A
MIR5681B,MIR5681B
MIR5682,MIR5682
MIR5683,MIR5683
MIR5684,MIR5684
MIR5685,MIR5685
MIR5687,MIR5687
MIR5688,MIR5688
MIR5689,MIR5689
MIR5689HG,MIR5689HG
MIR569,MIR569
MIR5690,MIR5690
MIR5691,MIR5691
MIR5692A1,MIR5692A1
MIR5692A2,MIR5692A2
MIR5692B,MIR5692B
MIR5692C1,MIR5692C1
MIR5692C2,MIR5692C2
MIR5693,MIR5693
MIR5694,MIR5694
MIR5695,MIR5695
MIR5696,MIR5696
MIR5697,MIR5697
MIR5698,MIR5698
MIR5699,MIR5699
MIR570,MIR570
MIR5700,MIR5700
MIR5701-1,MIR5701-1
MIR5701-2,MIR5701-2
MIR5701-3,MIR5701-3
MIR5702,MIR5702
MIR5703,MIR5703
MIR5704,MIR5704
MIR5705,MIR5705
MIR5706,MIR5706
MIR5707,MIR5707
MIR5708,MIR5708
MIR570HG,MIR570HG
MIR571,MIR571
MIR572,MIR572
MIR573,MIR573
MIR5739,MIR5739
MIR574,MIR574
MIR575,MIR575
MIR576,MIR576
MIR577,MIR577
MIR578,MIR578
MIR5787,MIR5787
MIR579,MIR579
MIR580,MIR580
MIR581,MIR581
MIR582,MIR582
MIR583,MIR583
MIR583HG,MIR583HG
MIR584,MIR584
MIR585,MIR585
MIR586,MIR586
MIR587,MIR587
MIR588,MIR588
MIR589,MIR589
MIR590,MIR590
MIR591,MIR591
MIR592,MIR592
MIR593,MIR593
MIR595,MIR595
MIR596,MIR596
MIR597,MIR597
MIR598,MIR598
MIR599,MIR599
MIR600,MIR600
MIR600HG,MIR600HG
MIR601,MIR601
MIR602,MIR602
MIR603,MIR603
MIR604,MIR604
MIR605,MIR605
MIR606,MIR606
MIR6068,MIR6068
MIR6069,MIR6069
MIR607,MIR607
MIR6070,MIR6070
MIR6071,MIR6071
MIR6072,MIR6072
MIR6073,MIR6073
MIR6074,MIR6074
MIR6075,MIR6075
MIR6076,MIR6076
MIR6077,MIR6077
MIR6077-1,MIR6077
MIR6077-2,MIR6077
MIR6078,MIR6078
MIR6079,MIR6079
MIR608,MIR608
MIR6080,MIR6080
MIR6081,MIR6081
MIR6082,MIR6082
MIR6083,MIR6083
MIR6084,MIR6084
MIR6085,MIR6085
MIR6086,MIR6086
MIR6088,MIR6088
MIR6089,MIR6089
MIR6089-1,MIR6089
MIR6089-2,MIR6089
MIR609,MIR609
MIR6090,MIR6090
MIR610,MIR610
MIR611,MIR611
MIR612,MIR612
MIR6124,MIR6124
MIR6125,MIR6125
MIR6126,MIR6126
MIR6127,MIR6127
MIR6128,MIR6128
MIR6129,MIR6129
MIR613,MIR613
MIR6130,MIR6130
MIR6131,MIR6131
MIR6132,MIR6132
MIR6133,MIR6133
MIR6134,MIR6134
MIR614,MIR614
MIR615,MIR615
MIR616,MIR616
MIR6165,MIR6165
MIR617,MIR617
MIR618,MIR618
MIR619,MIR619
MIR620,MIR620
MIR621,MIR621
MIR622,MIR622
MIR623,MIR623
MIR624,MIR624
MIR625,MIR625
MIR626,MIR626
MIR627,MIR627
MIR628,MIR628
MIR629,MIR629
MIR630,MIR630
MIR631,MIR631
MIR632,MIR632
MIR633,MIR633
MIR634,MIR634
MIR635,MIR635
MIR636,MIR636
MIR637,MIR637
MIR638,MIR638
MIR639,MIR639
MIR640,MIR640
MIR641,MIR641
MIR642,MIR642A
MIR642A,MIR642A
MIR642B,MIR642B
MIR643,MIR643
MIR644,MIR644A
MIR644A,MIR644A
MIR644B,MIR664B
MIR645,MIR645
MIR646,MIR646
MIR646HG,MIR646HG
MIR647,MIR647
MIR648,MIR648
MIR649,MIR649
MIR6499,MIR6499
MIR650,MIR650
MIR6500,MIR6500
MIR6501,MIR6501
MIR6502,MIR6502
MIR6503,MIR6503
MIR6504,MIR6504
MIR6505,MIR6505
MIR6506,MIR6506
MIR6507,MIR6507
MIR6508,MIR6508
MIR6509,MIR6509
MIR651,MIR651
MIR6510,MIR6510
MIR6511A1,MIR6511A1
MIR6511A2,MIR6511A2
MIR6511A3,MIR6511A3
MIR6511A4,MIR6511A4
MIR6511B1,MIR6511B1
MIR6511B2,MIR6511B2
MIR6512,MIR6512
MIR6513,MIR6513
MIR6514,MIR6514
MIR6515,MIR6515
MIR6516,MIR6516
MIR652,MIR652
MIR6529,MIR6529
MIR653,MIR653
MIR654,MIR654
MIR655,MIR655
MIR656,MIR656
MIR657,MIR657
MIR658,MIR658
MIR659,MIR659
MIR660,MIR660
MIR661,MIR661
MIR662,MIR662
MIR663,MIR663A
MIR663A,MIR663A
MIR663AHG,MIR663AHG
MIR663B,MIR663B
MIR664,MIR664A
MIR664A,MIR664A
MIR664B,MIR664B
MIR665,MIR665
MIR668,MIR668
MIR670,MIR670
MIR670HG,MIR670HG
MIR671,MIR671
MIR6715A,MIR6715A
MIR6715B,MIR6715B
MIR6716,MIR6716
MIR6717,MIR6717
MIR6718,MIR6718
MIR6719,MIR6719
MIR6720,MIR6720
MIR6721,MIR6721
MIR6722,MIR6722
MIR6724-1,MIR6724-1
MIR6724-2,MIR6724-2
MIR6724-3,MIR6724-3
MIR6724-4,MIR6724-4
MIR6726,MIR6726
MIR6727,MIR6727
MIR6728,MIR6728
MIR6729,MIR6729
MIR6730,MIR6730
MIR6731,MIR6731
MIR6732,MIR6732
MIR6733,MIR6733
MIR6734,MIR6734
MIR6735,MIR6735
MIR6736,MIR6736
MIR6737,MIR6737
MIR6738,MIR6738
MIR6739,MIR6739
MIR6740,MIR6740
MIR6741,MIR6741
MIR6742,MIR6742
MIR6743,MIR6743
MIR6744,MIR6744
MIR6745,MIR6745
MIR6746,MIR6746
MIR6747,MIR6747
MIR6748,MIR6748
MIR6749,MIR6749
MIR675,MIR675
MIR6750,MIR6750
MIR6751,MIR6751
MIR6752,MIR6752
MIR6753,MIR6753
MIR6754,MIR6754
MIR6755,MIR6755
MIR6756,MIR6756
MIR6757,MIR6757
MIR6758,MIR6758
MIR6759,MIR6759
MIR675HG,H19
MIR676,MIR676
MIR6760,MIR6760
MIR6761,MIR6761
MIR6762,MIR6762
MIR6763,MIR6763
MIR6764,MIR6764
MIR6765,MIR6765
MIR6766,MIR6766
MIR6767,MIR6767
MIR6768,MIR6768
MIR6769A,MIR6769A
MIR6769B,MIR6769B
MIR6770-1,MIR6770-1
MIR6770-2,MIR6770-2
MIR6770-3,MIR6770-3
MIR6771,MIR6771
MIR6772,MIR6772
MIR6773,MIR6773
MIR6774,MIR6774
MIR6775,MIR6775
MIR6776,MIR6776
MIR6777,MIR6777
MIR6778,MIR6778
MIR6779,MIR6779
MIR6780A,MIR6780A
MIR6780B,MIR6780B
MIR6781,MIR6781
MIR6782,MIR6782
MIR6783,MIR6783
MIR6784,MIR6784
MIR6785,MIR6785
MIR6786,MIR6786
MIR6787,MIR6787
MIR6788,MIR6788
MIR6789,MIR6789
MIR6790,MIR6790
MIR6791,MIR6791
MIR6792,MIR6792
MIR6793,MIR6793
MIR6794,MIR6794
MIR6795,MIR6795
MIR6796,MIR6796
MIR6797,MIR6797
MIR6798,MIR6798
MIR6799,MIR6799
MIR6800,MIR6800
MIR6801,MIR6801
MIR6802,MIR6802
MIR6803,MIR6803
MIR6804,MIR6804
MIR6805,MIR6805
MIR6806,MIR6806
MIR6807,MIR6807
MIR6808,MIR6808
MIR6809,MIR6809
MIR6810,MIR6810
MIR6811,MIR6811
MIR6812,MIR6812
MIR6813,MIR6813
MIR6814,MIR6814
MIR6815,MIR6815
MIR6816,MIR6816
MIR6817,MIR6817
MIR6818,MIR6818
MIR6819,MIR6819
MIR6820,MIR6820
MIR6821,MIR6821
MIR6822,MIR6822
MIR6823,MIR6823
MIR6824,MIR6824
MIR6825,MIR6825
MIR6826,MIR6826
MIR6827,MIR6827
MIR6828,MIR6828
MIR6829,MIR6829
MIR6830,MIR6830
MIR6831,MIR6831
MIR6832,MIR6832
MIR6833,MIR6833
MIR6834,MIR6834
MIR6835,MIR6835
MIR6836,MIR6836
MIR6837,MIR6837
MIR6838,MIR6838
MIR6839,MIR6839
MIR6840,MIR6840
MIR6841,MIR6841
MIR6842,MIR6842
MIR6843,MIR6843
MIR6844,MIR6844
MIR6845,MIR6845
MIR6846,MIR6846
MIR6847,MIR6847
MIR6848,MIR6848
MIR6849,MIR6849
MIR6850,MIR6850
MIR6851,MIR6851
MIR6852,MIR6852
MIR6853,MIR6853
MIR6854,MIR6854
MIR6855,MIR6855
MIR6856,MIR6856
MIR6857,MIR6857
MIR6858,MIR6858
MIR6859-1,MIR6859-1
MIR6859-2,MIR6859-2
MIR6859-3,MIR6859-3
MIR6859-4,MIR6859-4
MIR6860,MIR6860
MIR6861,MIR6861
MIR6862-1,MIR6862-1
MIR6862-2,MIR6862-2
MIR6863,MIR6863
MIR6864,MIR6864
MIR6865,MIR6865
MIR6866,MIR6866
MIR6867,MIR6867
MIR6868,MIR6868
MIR6869,MIR6869
MIR6870,MIR6870
MIR6871,MIR6871
MIR6872,MIR6872
MIR6873,MIR6873
MIR6874,MIR6874
MIR6875,MIR6875
MIR6876,MIR6876
MIR6877,MIR6877
MIR6878,MIR6878
MIR6879,MIR6879
MIR6880,MIR6880
MIR6881,MIR6881
MIR6882,MIR6882
MIR6883,MIR6883
MIR6884,MIR6884
MIR6885,MIR6885
MIR6886,MIR6886
MIR6887,MIR6887
MIR6888,MIR6888
MIR6889,MIR6889
MIR6890,MIR6890
MIR6891,MIR6891
MIR6892,MIR6892
MIR6893,MIR6893
MIR6894,MIR6894
MIR6895,MIR6895
MIR7-1,MIR7-1
MIR7-2,MIR7-2
MIR7-3,MIR7-3
MIR7-3HG,MIR7-3HG
MIR708,MIR708
MIR7106,MIR7106
MIR7107,MIR7107
MIR7108,MIR7108
MIR7109,MIR7109
MIR711,MIR711
MIR7110,MIR7110
MIR7111,MIR7111
MIR7112,MIR7112
MIR7112-1,MIR7112
MIR7112-2,MIR7112
MIR7113,MIR7113
MIR7114,MIR7114
MIR7150,MIR7150
MIR7151,MIR7151
MIR7152,MIR7152
MIR7153,MIR7153
MIR7154,MIR7154
MIR7155,MIR7155
MIR7156,MIR7156
MIR7157,MIR7157
MIR7158,MIR7158
MIR7159,MIR7159
MIR7160,MIR7160
MIR7161,MIR7161
MIR7162,MIR7162
MIR718,MIR718
MIR744,MIR744
MIR7515,MIR7515
MIR7515HG,MIR7515HG
MIR758,MIR758
MIR759,MIR759
MIR760,MIR760
MIR761,MIR761
MIR762,MIR762
MIR762HG,MIR762HG
MIR764,MIR764
MIR765,MIR765
MIR766,MIR766
MIR767,MIR767
MIR769,MIR769
MIR770,MIR770
MIR7702,MIR7702
MIR7703,MIR7703
MIR7704,MIR7704
MIR7704HG,HAGLR
MIR7705,MIR7705
MIR7706,MIR7706
MIR7843,MIR7843
MIR7844,MIR7844
MIR7845,MIR7845
MIR7846,MIR7846
MIR7847,MIR7847
MIR7848,MIR7848
MIR7849,MIR7849
MIR7850,MIR7850
MIR7851,MIR7851
MIR7852,MIR7852
MIR7853,MIR7853
MIR7854,MIR7854
MIR7855,MIR7855
MIR7856,MIR7856
MIR7973-1,MIR7973-1
MIR7973-2,MIR7973-2
MIR7974,MIR7974
MIR7975,MIR7975
MIR7976,MIR7976
MIR7977,MIR7977
MIR7978,MIR7978
MIR802,MIR802
MIR8052,MIR8052
MIR8053,MIR8053
MIR8054,MIR8054
MIR8055,MIR8055
MIR8056,MIR8056
MIR8057,MIR8057
MIR8058,MIR8058
MIR8059,MIR8059
MIR8060,MIR8060
MIR8061,MIR8061
MIR8062,MIR8062
MIR8063,MIR8063
MIR8064,MIR8064
MIR8065,MIR8065
MIR8066,MIR8066
MIR8067,MIR8067
MIR8068,MIR8068
MIR8069,MIR8069
MIR8069-2,MIR8069
MIR8070,MIR8070
MIR8071-1,MIR8071-1
MIR8071-2,MIR8071-2
MIR8072,MIR8072
MIR8073,MIR8073
MIR8074,MIR8074
MIR8075,MIR8075
MIR8076,MIR8076
MIR8077,MIR8077
MIR8078,MIR8078
MIR8079,MIR8079
MIR8080,MIR8080
MIR8081,MIR8081
MIR8082,MIR8082
MIR8083,MIR8083
MIR8084,MIR8084
MIR8085,MIR8085
MIR8086,MIR8086
MIR8087,MIR8087
MIR8088,MIR8088
MIR8089,MIR8089
MIR8485,MIR8485
MIR873,MIR873
MIR874,MIR874
MIR875,MIR875
MIR876,MIR876
MIR877,MIR877
MIR885,MIR885
MIR886,VTRNA2-1
MIR887,MIR887
MIR888,MIR888
MIR889,MIR889
MIR890,MIR890
MIR891A,MIR891A
MIR891B,MIR891B
MIR892A,MIR892A
MIR892B,MIR892B
MIR892C,MIR892C
MIR9-1,MIR9-1
MIR9-1HG,MIR9-1HG
MIR9-2,MIR9-2
MIR9-3,MIR9-3
MIR9-3HG,MIR9-3HG
MIR920,MIR920
MIR921,MIR921
MIR922,MIR922
MIR924,MIR924
MIR924HG,MIR924HG
MIR92A1,MIR92A1
MIR92A2,MIR92A2
MIR92B,MIR92B
MIR93,MIR93
MIR933,MIR933
MIR934,MIR934
MIR935,MIR935
MIR936,MIR936
MIR937,MIR937
MIR938,MIR938
MIR939,MIR939
MIR940,MIR940
MIR941-1,MIR941-1
MIR941-2,MIR941-2
MIR941-3,MIR941-3
MIR941-4,MIR941-4
MIR941-5,MIR941-5
MIR942,MIR942
MIR943,MIR943
MIR944,MIR944
MIR95,MIR95
MIR9500,MIR9500
MIR96,MIR96
MIR9718,MIR9718
MIR98,MIR98
MIR9851,MIR9851
MIR9898,MIR9898
MIR9899,MIR9899
MIR9900,MIR9900
MIR9901,MIR9901
MIR9902-1,MIR9902-1
MIR9902-2,MIR9902-2
MIR9903,MIR9903
MIR9983,MIR9983
MIR9985,MIR9985
MIR9986,MIR9986
MIR99A,MIR99A
MIR99AHG,MIR99AHG
MIR99B,MIR99B
MIRAB13,MICALL1
MIRH1,MIR17HG
MIRHG1,MIR17HG
MIRHG2,MIR155HG
MIRK,DYRK1B
MIRL,CD59
MIRLET7A1,MIRLET7A1
MIRLET7A1HG,MIRLET7A1HG
MIRLET7A2,MIRLET7A2
MIRLET7A3,MIRLET7A3
MIRLET7B,MIRLET7B
MIRLET7BHG,MIRLET7BHG
MIRLET7C,MIRLET7C
MIRLET7D,MIRLET7D
MIRLET7DHG,LINC02603
MIRLET7E,MIRLET7E
MIRLET7F1,MIRLET7F1
MIRLET7F2,MIRLET7F2
MIRLET7G,MIRLET7G
MIRLET7I,MIRLET7I
MIRLET7IHG,MIRLET7IHG
MIRLET7L,MIR98
MIRN1-1,MIR1-1
MIRN1-2,MIR1-2
MIRN100,MIR100
MIRN101-1,MIR101-1
MIRN101-2,MIR101-2
MIRN103-1,MIR103A1
MIRN103-1AS,MIR103B1
MIRN103-2,MIR103A2
MIRN103-2AS,MIR103B2
MIRN105-1,MIR105-1
MIRN105-2,MIR105-2
MIRN106A,MIR106A
MIRN106B,MIR106B
MIRN107,MIR107
MIRN10A,MIR10A
MIRN10B,MIR10B
MIRN1178,MIR1178
MIRN1179,MIR1179
MIRN1180,MIR1180
MIRN1181,MIR1181
MIRN1182,MIR1182
MIRN1183,MIR1183
MIRN1184,MIR1184-1
MIRN1185-1,MIR1185-1
MIRN1185-2,MIR1185-2
MIRN1197,MIR1197
MIRN1200,MIR1200
MIRN1201,SNORD126
MIRN1202,MIR1202
MIRN1203,MIR1203
MIRN1205,MIR1205
MIRN1206,MIR1206
MIRN1207,MIR1207
MIRN1208,MIR1208
MIRN122,MIR122
MIRN1224,MIR1224
MIRN1225,MIR1225
MIRN1226,MIR1226
MIRN1227,MIR1227
MIRN1228,MIR1228
MIRN1229,MIR1229
MIRN122A,MIR122
MIRN1231,MIR1231
MIRN1233,MIR1233-1
MIRN1234,MIR1234
MIRN1236,MIR1236
MIRN1237,MIR1237
MIRN1238,MIR1238
MIRN124-1,MIR124-1
MIRN124-2,MIR124-2
MIRN124-3,MIR124-3
MIRN1243,MIR1243
MIRN1244,MIR1244-1
MIRN1245,MIR1245A
MIRN1246,MIR1246
MIRN1247,MIR1247
MIRN1248,MIR1248
MIRN1249,MIR1249
MIRN124A1,MIR124-1
MIRN124A2,MIR124-2
MIRN124A3,MIR124-3
MIRN1250,MIR1250
MIRN1251,MIR1251
MIRN1252,MIR1252
MIRN1253,MIR1253
MIRN1255A,MIR1255A
MIRN1255B1,MIR1255B1
MIRN1255B2,MIR1255B2
MIRN1256,MIR1256
MIRN1257,MIR1257
MIRN1258,MIR1258
MIRN1259,SNORD12
MIRN125A,MIR125A
MIRN125B1,MIR125B1
MIRN125B2,MIR125B2
MIRN126,MIR126
MIRN1260,MIR1260A
MIRN1261,MIR1261
MIRN1262,MIR1262
MIRN1263,MIR1263
MIRN1264,MIR1264
MIRN1265,MIR1265
MIRN1266,MIR1266
MIRN1267,MIR1267
MIRN1268,MIR1268A
MIRN1269,MIR1269A
MIRN127,MIR127
MIRN1270,MIR1270
MIRN1271,MIR1271
MIRN1272,MIR1272
MIRN1275,MIR1275
MIRN1276,MIR1276
MIRN1277,MIR1277
MIRN1278,MIR1278
MIRN1279,MIR1279
MIRN128-1,MIR128-1
MIRN128-2,MIR128-2
MIRN1281,MIR1281
MIRN1282,MIR1282
MIRN1283-1,MIR1283-1
MIRN1283-2,MIR1283-2
MIRN1284,MIR1284
MIRN1285-1,MIR1285-1
MIRN1285-2,MIR1285-2
MIRN1286,MIR1286
MIRN1287,MIR1287
MIRN1288,MIR1288
MIRN1289-1,MIR1289-1
MIRN1289-2,MIR1289-2
MIRN128A,MIR128-1
MIRN128B,MIR128-2
MIRN129-1,MIR129-1
MIRN129-2,MIR129-2
MIRN1290,MIR1290
MIRN1291,MIR1291
MIRN1292,MIR1292
MIRN1293,MIR1293
MIRN1294,MIR1294
MIRN1295,MIR1295A
MIRN1296,MIR1296
MIRN1297,MIR1297
MIRN1298,MIR1298
MIRN1299,MIR1299
MIRN1301,MIR1301
MIRN1302-1,MIR1302-1
MIRN1302-2,MIR1302-2
MIRN1302-3,MIR1302-3
MIRN1302-4,MIR1302-4
MIRN1302-5,MIR1302-5
MIRN1302-6,MIR1302-6
MIRN1302-7,MIR1302-7
MIRN1302-8,MIR1302-8
MIRN1303,MIR1303
MIRN1304,MIR1304
MIRN1305,MIR1305
MIRN1306,MIR1306
MIRN1307,MIR1307
MIRN130A,MIR130A
MIRN130B,MIR130B
MIRN132,MIR132
MIRN1321,MIR1321
MIRN1322,MIR1322
MIRN1323,MIR1323
MIRN1324,MIR1324
MIRN133A1,MIR133A1
MIRN133A2,MIR133A2
MIRN133B,MIR133B
MIRN134,MIR134
MIRN135-1,MIR135A1
MIRN135-2,MIR135A2
MIRN135A1,MIR135A1
MIRN135A2,MIR135A2
MIRN135B,MIR135B
MIRN136,MIR136
MIRN137,MIR137
MIRN138-1,MIR138-1
MIRN138-2,MIR138-2
MIRN139,MIR139
MIRN140,MIR140
MIRN141,MIR141
MIRN142,MIR142
MIRN143,MIR143
MIRN144,MIR144
MIRN145,MIR145
MIRN146,MIR146A
MIRN1468,MIR1468
MIRN1469,MIR1469
MIRN146A,MIR146A
MIRN146B,MIR146B
MIRN147,MIR147A
MIRN1470,MIR1470
MIRN1471,MIR1471
MIRN147B,MIR147B
MIRN148,MIR148A
MIRN148A,MIR148A
MIRN148B,MIR148B
MIRN149,MIR149
MIRN150,MIR150
MIRN151,MIR151A
MIRN152,MIR152
MIRN153-1,MIR153-1
MIRN153-2,MIR153-2
MIRN1537,MIR1537
MIRN1538,MIR1538
MIRN1539,MIR1539
MIRN154,MIR154
MIRN155,MIR155
MIRN15A,MIR15A
MIRN15B,MIR15B
MIRN16-1,MIR16-1
MIRN16-2,MIR16-2
MIRN17,MIR17
MIRN18,MIR18A
MIRN181A,MIR181A2
MIRN181A1,MIR181A1
MIRN181A2,MIR181A2
MIRN181B1,MIR181B1
MIRN181B2,MIR181B2
MIRN181C,MIR181C
MIRN181D,MIR181D
MIRN182,MIR182
MIRN1825,MIR1825
MIRN1827,MIR1827
MIRN183,MIR183
MIRN184,MIR184
MIRN185,MIR185
MIRN186,MIR186
MIRN187,MIR187
MIRN188,MIR188
MIRN18A,MIR18A
MIRN18B,MIR18B
MIRN190,MIR190A
MIRN1908,MIR1908
MIRN1909,MIR1909
MIRN190B,MIR190B
MIRN191,MIR191
MIRN1910,MIR1910
MIRN1911,MIR1911
MIRN1912,MIR1912
MIRN1913,MIR1913
MIRN1914,MIR1914
MIRN1915,MIR1915
MIRN192,MIR192
MIRN193,MIR193A
MIRN193A,MIR193A
MIRN193B,MIR193B
MIRN194-1,MIR194-1
MIRN194-2,MIR194-2
MIRN195,MIR195
MIRN196-1,MIR196A1
MIRN196-2,MIR196A2
MIRN196A1,MIR196A1
MIRN196A2,MIR196A2
MIRN196B,MIR196B
MIRN197,MIR197
MIRN198,MIR198
MIRN199A1,MIR199A1
MIRN199A2,MIR199A2
MIRN199B,MIR199B
MIRN19A,MIR19A
MIRN19B1,MIR19B1
MIRN19B2,MIR19B2
MIRN20,MIR20A
MIRN200A,MIR200A
MIRN200B,MIR200B
MIRN200C,MIR200C
MIRN202,MIR202
MIRN203,MIR203A
MIRN204,MIR204
MIRN205,MIR205
MIRN206,MIR206
MIRN208,MIR208A
MIRN208A,MIR208A
MIRN208B,MIR208B
MIRN20A,MIR20A
MIRN20B,MIR20B
MIRN21,MIR21
MIRN210,MIR210
MIRN211,MIR211
MIRN212,MIR212
MIRN213,MIR181A1
MIRN214,MIR214
MIRN215,MIR215
MIRN216,MIR216A
MIRN216A,MIR216A
MIRN216B,MIR216B
MIRN217,MIR217
MIRN218-1,MIR218-1
MIRN218-2,MIR218-2
MIRN219-1,MIR219A1
MIRN219-2,MIR219A2
MIRN22,MIR22
MIRN221,MIR221
MIRN222,MIR222
MIRN223,MIR223
MIRN224,MIR224
MIRN23A,MIR23A
MIRN23B,MIR23B
MIRN24-1,MIR24-1
MIRN24-2,MIR24-2
MIRN25,MIR25
MIRN26A1,MIR26A1
MIRN26A2,MIR26A2
MIRN26B,MIR26B
MIRN27A,MIR27A
MIRN27B,MIR27B
MIRN28,MIR28
MIRN29,MIR29A
MIRN296,MIR296
MIRN297,MIR297
MIRN298,MIR298
MIRN299,MIR299
MIRN29A,MIR29A
MIRN29B1,MIR29B1
MIRN29B2,MIR29B2
MIRN29C,MIR29C
MIRN300,MIR300
MIRN301,MIR301A
MIRN301A,MIR301A
MIRN301B,MIR301B
MIRN302,MIR302A
MIRN302A,MIR302A
MIRN302B,MIR302B
MIRN302C,MIR302C
MIRN302D,MIR302D
MIRN302E,MIR302E
MIRN302F,MIR302F
MIRN30A,MIR30A
MIRN30B,MIR30B
MIRN30C1,MIR30C1
MIRN30C2,MIR30C2
MIRN30D,MIR30D
MIRN30E,MIR30E
MIRN31,MIR31
MIRN32,MIR32
MIRN320,MIR320A
MIRN320A,MIR320A
MIRN320B1,MIR320B1
MIRN320B2,MIR320B2
MIRN320C1,MIR320C1
MIRN320C2,MIR320C2
MIRN320D1,MIR320D1
MIRN320D2,MIR320D2
MIRN323,MIR323A
MIRN324,MIR324
MIRN325,MIR325
MIRN326,MIR326
MIRN328,MIR328
MIRN329-1,MIR329-1
