gene_name,logFC,P.Value,,,,
SCUBE3,1.492851848,1.31E-05,,,,
DNM1P47,2.157857536,1.55E-05,,,,
DTX4,-2.923714644,1.73E-05,,,,
UBL3,0.891477802,1.27E-05,,,,
PRKCA,0.791930418,1.25E-05,,,,
CHI3L2,1.368041239,1.63E-05,,,,
NMNAT2,-3.753802491,1.63E-05,,,,
IGSF11,4.172871105,1.39E-05,,,,
ART3,2.987407051,1.65E-05,,,,
TGFBR3,1.328533045,1.48E-05,,,,
HEG1,0.921425501,1.20E-05,,,,
SRM,0.903546659,1.44E-05,,,,
UGDH,1.179612134,1.36E-05,,,,
PCBP1,0.654199503,1.25E-05,,,,
VPS13D,1.035136423,1.27E-05,,,,
MORC4,0.731049279,1.37E-05,,,,
CDC42EP4,1.049158124,1.73E-05,,,,
NANOS1,1.502736217,1.75E-05,,,,
VDAC1,0.623909344,1.26E-05,,,,
,1.838441751,1.57E-05,,,,
CDH6,1.99856046,1.35E-05,,,,
NHSL1,0.693972945,1.46E-05,,,,
AKAP13,0.580898343,1.32E-05,,,,
PIP4K2A,0.82454996,1.52E-05,,,,
SNX3,0.794705294,1.38E-05,,,,
RUNX2,1.689712253,1.63E-05,,,,
MTMR12,0.648881182,1.53E-05,,,,
CDH20,3.027208129,1.78E-05,,,,
TSC22D2,0.782085207,1.43E-05,,,,
GABRR3,3.161668063,9.77E-06,,,,
MAPK6,0.645909009,1.44E-05,,,,
OPHN1,1.126589135,1.66E-05,,,,
SLC12A8,1.335848628,1.88E-05,,,,
YBX3,0.813306534,1.42E-05,,,,
IL16,3.585433123,2.14E-05,,,,
NAV1,0.840151616,1.40E-05,,,,
DOCK9,1.252450174,1.69E-05,,,,
PELO,0.653968803,1.69E-05,,,,
IQCJ-SCHIP1,1.673429891,1.82E-05,,,,
EHD4,1.124417008,1.75E-05,,,,
ANK2,1.184651981,1.65E-05,,,,
ATAD3C,1.329499524,2.17E-05,,,,
AFAP1L2,1.621971134,1.98E-05,,,,
SNAI2,2.476347444,1.81E-05,,,,
FCRLA,2.904081863,2.28E-05,,,,
SEC24A,0.679545197,1.61E-05,,,,
CYB5R2,2.065606547,2.31E-05,,,,
TGFBR2,1.025527817,1.46E-05,,,,
APMAP,0.57866551,1.59E-05,,,,
MTR,0.774856029,1.68E-05,,,,
MDH1,1.069157075,1.65E-05,,,,
ACP6,0.988271464,2.00E-05,,,,
RCAN1,1.372452882,1.67E-05,,,,
ACO1,0.7311488,1.69E-05,,,,
WWC2,0.68828097,1.72E-05,,,,
NFIL3,0.798608968,1.96E-05,,,,
EFNA5,0.781953607,1.90E-05,,,,
MCRIP1,0.942531104,2.04E-05,,,,
C11orf24,0.651202537,1.81E-05,,,,
NQO1,1.560561885,2.15E-05,,,,
POGLUT3,1.622416142,2.04E-05,,,,
CENPT,-1.265962497,1.96E-05,,,,
SGK1,1.479013027,1.89E-05,,,,
PPP1R3B,1.373351375,2.01E-05,,,,
SH3RF1,0.666755901,1.96E-05,,,,
MED13L,0.677595431,1.80E-05,,,,
LITAF,0.939076474,1.80E-05,,,,
PODXL2,-1.278233437,1.96E-05,,,,
DESI2,0.615108684,1.91E-05,,,,
B4GALT6,0.938461405,2.22E-05,,,,
ADCY1,-2.014822164,2.61E-05,,,,
TEX264,0.70056315,2.09E-05,,,,
STRIP2,1.291712196,2.64E-05,,,,
ZDHHC2,0.666320323,1.99E-05,,,,
SNAP23,0.929247757,1.96E-05,,,,
PLEKHB1,1.141832844,2.55E-05,,,,
ROBO3,-3.237844056,2.70E-05,,,,
RNF10,0.520879576,1.88E-05,,,,
ID3,0.99307269,2.02E-05,,,,
PPP2R5A,0.668452658,2.18E-05,,,,
EMP3,1.243539495,1.99E-05,,,,
RIOX2,1.047628509,2.33E-05,,,,
BIRC2,0.627485628,2.02E-05,,,,
RAB30,0.911481432,2.39E-05,,,,
NPC2,0.779163666,1.99E-05,,,,
KRCC1,0.837119463,2.53E-05,,,,
FUT11,0.719616321,2.11E-05,,,,
FGF13,1.001004439,2.33E-05,,,,
CRYBB2P1,1.176954193,2.90E-05,,,,
CHKA,0.911823415,2.50E-05,,,,
SRGAP2,0.592672447,2.00E-05,,,,
COL11A1,1.096084885,1.86E-05,,,,
LMCD1,1.392927659,1.98E-05,,,,
PPCS,0.882525551,2.41E-05,,,,
RHD,2.265043036,2.72E-05,,,,
TARS1,0.569329606,2.08E-05,,,,
ROR1,1.095806574,2.19E-05,,,,
CAP2,1.196550738,2.40E-05,,,,
TRIM4,1.318892387,2.87E-05,,,,
GBP1,1.486348419,2.91E-05,,,,
RORB,2.134387648,2.62E-05,,,,
ARMCX2,1.016886304,2.16E-05,,,,
CTHRC1,1.764768818,2.90E-05,,,,
SLC16A6,-1.339872651,3.05E-05,,,,
SPRY3,1.46645444,3.15E-05,,,,
MLEC,0.70806351,2.05E-05,,,,
LGI2,-1.216016584,3.19E-05,,,,
SYNM,1.896468331,2.82E-05,,,,
ZDHHC20,0.858706199,2.25E-05,,,,
ARPC5,0.735872242,2.18E-05,,,,
HIPK1,0.515678876,2.31E-05,,,,
TRPM6,2.391334331,2.02E-05,,,,
RAB28,0.879350767,2.99E-05,,,,
SYT14,-2.9129958,3.34E-05,,,,
TBCA,0.706456481,2.42E-05,,,,
GLMP,1.010553942,2.37E-05,,,,
SMIM31,2.831759902,2.14E-05,,,,
URM1,0.718111563,2.64E-05,,,,
CA8,2.575192882,2.02E-05,,,,
TPT1,0.778213063,2.10E-05,,,,
OCA2,3.636612477,3.18E-05,,,,
,0.980302698,3.17E-05,,,,
VAT1L,2.223017089,3.37E-05,,,,
KLHL13,-1.48279578,3.39E-05,,,,
SLC25A38,0.777046724,2.88E-05,,,,
SAT1,1.406747961,2.39E-05,,,,
VMP1,0.679309961,2.34E-05,,,,
SLC25A11,0.78604985,2.84E-05,,,,
VSTM2L,-1.846479695,3.35E-05,,,,
MAFF,0.815776055,2.72E-05,,,,
ARMCX3,0.514332207,2.41E-05,,,,
PLPP1,1.081623268,2.44E-05,,,,
NACC2,0.960381623,2.58E-05,,,,
TKT,0.887662282,2.44E-05,,,,
NBPF19,0.908506914,2.55E-05,,,,
NMRK1,0.916705368,3.34E-05,,,,
SPSB1,0.859774774,2.97E-05,,,,
TRIM25,0.837797581,2.48E-05,,,,
TXNDC17,0.960649405,3.17E-05,,,,
GTF3A,0.889233653,2.92E-05,,,,
DSC2,0.922285051,2.75E-05,,,,
FHIP1A,1.218281306,3.26E-05,,,,
WNT5A,1.179440478,2.89E-05,,,,
AMOTL2,0.766170965,2.63E-05,,,,
ELK1,0.679566266,3.16E-05,,,,
FNTB,0.765743896,3.44E-05,,,,
GTF2H2,1.660939731,4.11E-05,,,,
MYH2,0.942543079,2.86E-05,,,,
RARB,3.231078047,4.32E-05,,,,
FGFR2,0.965027349,3.30E-05,,,,
COBLL1,1.357344272,3.34E-05,,,,
SLC16A14,-1.515746352,4.43E-05,,,,
TRIM53AP,2.692468385,4.05E-05,,,,
WARS1,0.715909411,2.97E-05,,,,
CERK,0.606751976,3.14E-05,,,,
MPP1,1.18869648,4.46E-05,,,,
MAP7D2,-2.6104552,2.57E-05,,,,
ARVCF,-1.941177532,4.27E-05,,,,
MOSPD2,0.814375628,3.74E-05,,,,
RGL1,0.667490244,3.42E-05,,,,
GRK5,0.954876511,4.24E-05,,,,
TNFSF4,2.572009982,3.04E-05,,,,
NUDC,0.748050297,3.28E-05,,,,
SH3TC2,1.551129018,4.80E-05,,,,
DNAJC15,1.467274575,4.86E-05,,,,
ETS2,1.196233968,3.95E-05,,,,
WSB2,0.699986578,3.39E-05,,,,
DZIP1L,0.93949938,4.61E-05,,,,
SMAP1,0.66432857,3.67E-05,,,,
DHRS13,1.216666969,4.51E-05,,,,
SOAT1,0.781028833,3.73E-05,,,,
TRIM34,2.184960645,5.08E-05,,,,
SHC4,2.137663277,4.99E-05,,,,
CLINT1,0.51344021,3.36E-05,,,,
MBD2,0.650024716,3.79E-05,,,,
MESD,0.785402597,3.56E-05,,,,
EMILIN1,1.718912492,5.01E-05,,,,
OSGIN1,2.003712068,4.57E-05,,,,
NSG1,-1.726972015,5.27E-05,,,,
MIDEAS,0.707137971,3.68E-05,,,,
VGLL3,-2.235531694,4.92E-05,,,,
CXCL14,2.801373801,5.44E-05,,,,
KCNH2,-2.017841049,5.44E-05,,,,
KCNMB4,1.003298393,5.05E-05,,,,
MBNL2,0.711076424,3.70E-05,,,,
ID1,1.526406175,3.97E-05,,,,
TSHZ1,1.29208885,4.98E-05,,,,
FAM114A1,0.965847594,3.26E-05,,,,
ZIC1,2.432711566,5.56E-05,,,,
EIF4G2,0.497531351,3.42E-05,,,,
ALS2,0.5893513,3.97E-05,,,,
COMP,-2.796020499,5.77E-05,,,,
CPEB2,0.945552163,4.47E-05,,,,
DPYSL3,0.852657914,3.63E-05,,,,
CD151,0.57131912,3.66E-05,,,,
LGR4,0.856421636,3.74E-05,,,,
LARGE1,1.177782043,4.11E-05,,,,
SKI,0.651457674,4.05E-05,,,,
RIN3,1.26946176,4.78E-05,,,,
SMAD9,1.214038577,4.77E-05,,,,
SLC35F1,0.988791248,4.92E-05,,,,
KCTD20,0.589670743,4.21E-05,,,,
SOX9,2.159302033,4.18E-05,,,,
ZNF362,0.808500885,4.63E-05,,,,
ARMC9,0.829725745,4.55E-05,,,,
TRPM3,3.488293762,6.17E-05,,,,
TXNIP,-1.333330318,4.32E-05,,,,
CDK2AP2,0.886241298,5.27E-05,,,,
ANKRD44,0.982696972,5.75E-05,,,,
NAGA,0.743787113,4.98E-05,,,,
SEPTIN9,0.639511112,4.18E-05,,,,
C11orf96,2.605667943,5.24E-05,,,,
PTGDS,1.529657451,5.07E-05,,,,
LAMC1,1.150544202,4.17E-05,,,,
H2AJ,0.893581036,5.25E-05,,,,
CFDP1,0.638687658,4.92E-05,,,,
TTC17,0.534081639,4.53E-05,,,,
ALDH1A1,2.576369181,5.93E-05,,,,
PRMT2,0.524170775,4.71E-05,,,,
SRGAP2B,0.787699901,4.75E-05,,,,
GXYLT1,0.75195834,4.93E-05,,,,
RUFY1,0.862577687,6.47E-05,,,,
GPI,0.635559614,4.48E-05,,,,
MAN2A2,0.792471129,4.77E-05,,,,
IRF2BP2,0.684656118,4.65E-05,,,,
CRIM1,0.87067898,4.55E-05,,,,
DEPP1,1.573716097,7.37E-05,,,,
MPZ,2.88423671,6.89E-05,,,,
RNF217,1.064466992,5.09E-05,,,,
IBTK,0.667947408,5.71E-05,,,,
SNTB1,0.734469997,6.08E-05,,,,
ALKBH5,0.731419333,4.95E-05,,,,
TRIO,0.646109797,4.84E-05,,,,
RYBP,0.556058026,5.49E-05,,,,
HLA-DRB1,-6.553244128,1.87E-06,,,,
DCT,2.951521715,7.90E-05,,,,
ST13,0.617140363,4.91E-05,,,,
CPNE8,1.262033416,6.82E-05,,,,
ZCCHC24,1.107524658,4.88E-05,,,,
SPIDR,0.755848284,6.39E-05,,,,
FYTTD1,0.563135996,5.23E-05,,,,
PREP,0.719146639,5.57E-05,,,,
TAPBP,2.155564744,6.52E-05,,,,
MAP3K4,0.921760384,6.59E-05,,,,
TLN1,0.866662103,5.04E-05,,,,
ATOH8,1.319571695,8.07E-05,,,,
FLCN,0.764304779,6.27E-05,,,,
IKZF2,1.566989132,7.87E-05,,,,
TBC1D1,0.834099781,5.96E-05,,,,
CDK6,0.756040684,5.81E-05,,,,
RASSF3,0.774512074,6.93E-05,,,,
EFEMP1,1.580679673,4.90E-05,,,,
CX3CL1,-1.579443304,8.52E-05,,,,
ATP1B3,0.801134925,5.69E-05,,,,
RAC1,0.570889278,5.43E-05,,,,
RUNX1,1.12942332,4.82E-05,,,,
CETN2,0.969662366,6.75E-05,,,,
NCALD,1.244134481,6.89E-05,,,,
HPS3,0.790243103,6.79E-05,,,,
ANXA5,1.048420986,5.44E-05,,,,
CEACAM1,1.711192574,8.66E-05,,,,
ICOS,2.710002143,8.33E-05,,,,
MAX,0.622907083,6.50E-05,,,,
HIPK3,0.668231297,5.89E-05,,,,
CXorf38,0.649679421,7.57E-05,,,,
CLDN14,2.316364224,7.74E-05,,,,
LRRC59,0.568116256,5.70E-05,,,,
CTPS1,-1.48921616,6.71E-05,,,,
LCTL,0.982505821,8.38E-05,,,,
RPS16,0.650945468,5.73E-05,,,,
TRIM53CP,3.967287498,5.72E-05,,,,
ZNF395,0.657274333,6.36E-05,,,,
SBF2,-1.075514542,6.55E-05,,,,
ERICH5,1.513689509,9.41E-05,,,,
KCNS1,2.0721724,9.24E-05,,,,
DMD,1.877887351,7.64E-05,,,,
COPRS,0.850278768,8.76E-05,,,,
HIBADH,1.365227854,7.76E-05,,,,
NEK1,1.030094201,8.04E-05,,,,
PARD3,0.557279572,6.61E-05,,,,
TIMP4,2.92050688,9.99E-05,,,,
LRIG3,1.062599599,7.04E-05,,,,
MEA1,0.948847865,7.44E-05,,,,
SERPINF1,0.884860007,6.24E-05,,,,
TBC1D8B,0.929760508,6.67E-05,,,,
S100A6,0.993241665,7.86E-05,,,,
CHRDL1,-0.863495645,6.72E-05,,,,
AGRN,-0.974897357,6.30E-05,,,,
KIF13A,0.597059867,7.12E-05,,,,
CNTFR,-1.332192049,9.50E-05,,,,
APOBEC3C,0.976730824,7.50E-05,,,,
ATXN10,0.503786547,6.77E-05,,,,
CRLF1,-1.057364462,6.69E-05,,,,
HSPA5,0.81530601,6.10E-05,,,,
SHISA4,0.673980704,8.21E-05,,,,
OS9,0.520759654,6.39E-05,,,,
ADGRG1,-1.172901423,7.56E-05,,,,
NNT,0.525196621,7.31E-05,,,,
FYCO1,0.568860978,7.14E-05,,,,
CDC14B,0.76024795,7.61E-05,,,,
NR3C1,0.754208824,6.76E-05,,,,
CRTAP,0.697822143,6.77E-05,,,,
GFPT1,0.691760638,6.78E-05,,,,
ABCB4,2.39264411,1.05E-04,,,,
PDK4,-0.976296587,7.73E-05,,,,
HELZ,0.789847586,7.52E-05,,,,
DBI,1.066458136,9.00E-05,,,,
TNIP1,0.565679174,7.34E-05,,,,
FTL,0.641230387,6.67E-05,,,,
EEA1,0.980180219,8.11E-05,,,,
PPP1R14C,-1.551346008,1.13E-04,,,,
MYOM1,2.01190526,1.12E-04,,,,
TXLNA,0.533441444,7.43E-05,,,,
ST3GAL4,0.72798673,9.67E-05,,,,
ZNF280D,1.627123044,1.19E-04,,,,
KIFAP3,0.948279512,7.99E-05,,,,
MAP4K5,0.822612787,7.78E-05,,,,
ADSS2,0.624451078,8.38E-05,,,,
RDX,0.805682808,7.49E-05,,,,
UFM1,0.752767963,7.78E-05,,,,
SLC37A3,0.556716229,8.08E-05,,,,
PAM,0.522019053,7.16E-05,,,,
ALDH6A1,0.829466119,9.76E-05,,,,
STK38,0.47704407,8.27E-05,,,,
MAL2,-1.367808357,1.02E-04,,,,
RTKN,0.942750068,8.47E-05,,,,
SLC2A13,1.417287766,8.90E-05,,,,
PCDHB14,0.825615812,1.22E-04,,,,
CNTNAP3B,2.26166741,1.24E-04,,,,
PGBD5,-2.391917728,1.20E-04,,,,
ANO3,3.003186759,1.32E-04,,,,
OTUD7B,0.822312965,8.71E-05,,,,
TIMP1,0.693809328,7.82E-05,,,,
NPL,1.883015432,1.19E-04,,,,
PITPNC1,1.040098458,9.74E-05,,,,
TMCC3,1.964350748,1.16E-04,,,,
LAMA1,1.373740836,9.75E-05,,,,
GSR,0.849216184,9.57E-05,,,,
ARSB,0.624116477,8.82E-05,,,,
SEC23A,0.5925291,8.16E-05,,,,
MVP,0.642546754,9.18E-05,,,,
PLAUR,-0.720569707,8.21E-05,,,,
SPNS2,-2.840679556,1.28E-04,,,,
MON2,0.53285461,8.93E-05,,,,
GBA,0.636372794,8.68E-05,,,,
FAM120A,0.499964197,8.76E-05,,,,
CDH19,2.584394761,1.24E-04,,,,
LCMT1,0.672277785,1.06E-04,,,,
EIF2AK3,0.504884269,9.11E-05,,,,
SKAP2,0.901311917,1.12E-04,,,,
GPD2,0.760159914,9.93E-05,,,,
CALCA,-1.776806537,1.39E-04,,,,
RASAL2,0.772615819,9.24E-05,,,,
LHFPL2,0.863352961,9.01E-05,,,,
SGPP2,-2.261635015,1.39E-04,,,,
MGAT5B,-2.087839411,1.44E-04,,,,
SEC61G,0.635839258,9.52E-05,,,,
UNC5C,2.139281614,1.14E-04,,,,
PFN1,0.712922569,8.83E-05,,,,
FLI1,1.822350993,1.43E-04,,,,
IL18R1,1.189031841,1.47E-04,,,,
MIPEP,1.226158394,1.41E-04,,,,
IPO8,0.703520992,1.03E-04,,,,
MAP3K11,0.615895533,1.03E-04,,,,
UBR1,0.786040064,1.03E-04,,,,
KRT6B,-2.027391321,1.05E-04,,,,
ME1,0.685572378,9.61E-05,,,,
AASS,1.017761243,1.06E-04,,,,
EXOC6,-1.439387036,1.55E-04,,,,
BCAN,1.395949355,1.51E-04,,,,
ACTC1,1.422020007,9.87E-05,,,,
CALCB,-1.096340198,1.43E-04,,,,
TLN2,0.917628922,1.02E-04,,,,
PARP8,0.583561761,1.10E-04,,,,
MED14,0.543693577,1.01E-04,,,,
ADAMTS16,1.291167101,8.77E-05,,,,
SYNPO2,1.024370881,1.22E-04,,,,
PRSS33,3.663893045,4.41E-05,,,,
AMIGO1,-1.309995453,1.59E-04,,,,
PEPD,0.839683335,1.16E-04,,,,
OST4,0.703763395,1.05E-04,,,,
TRABD2A,0.964578453,1.18E-04,,,,
RNF169,0.644484613,1.17E-04,,,,
ACCS,1.392154272,1.46E-04,,,,
DGLUCY,1.097352522,1.46E-04,,,,
PRELID2,1.268686428,1.54E-04,,,,
LRRTM1,2.380490825,1.64E-04,,,,
PPP3CB,0.49809794,1.09E-04,,,,
TNS2,1.067262281,1.11E-04,,,,
JAK2,0.950688613,1.49E-04,,,,
GALNT16,-1.357135199,1.09E-04,,,,
EHBP1,0.670401827,1.10E-04,,,,
MT-ATP6,0.925128893,9.53E-05,,,,
JARID2,0.794949508,1.17E-04,,,,
ITGA9,1.240488668,1.34E-04,,,,
ATP6V0A2,1.012397491,1.18E-04,,,,
PAG1,1.258088288,1.58E-04,,,,
NR1D2,0.534342023,1.20E-04,,,,
RHOJ,1.243545162,1.45E-04,,,,
TRIB1,0.747898227,1.35E-04,,,,
PHF8,0.755229444,1.24E-04,,,,
CEP85,-0.955490341,1.59E-04,,,,
GSTM4,1.319057832,1.76E-04,,,,
AP3S1,0.563734475,1.23E-04,,,,
CERT1,0.766210414,1.23E-04,,,,
DNAJC21,0.678831534,1.29E-04,,,,
FAS,-0.674050988,1.26E-04,,,,
CHODL,-3.023119006,1.42E-04,,,,
ABCA8,-1.19585453,1.77E-04,,,,
CSK,0.680836744,1.35E-04,,,,
ZFHX4,0.940856018,1.24E-04,,,,
CLGN,-1.77936587,1.87E-04,,,,
TPI1,0.62134404,1.06E-04,,,,
PLXNB3,0.734472638,1.46E-04,,,,
CLDN12,0.64073555,1.22E-04,,,,
ATP2A2,0.630758495,1.08E-04,,,,
DENND5A,0.563886653,1.15E-04,,,,
FLOT2,0.614901776,1.21E-04,,,,
EXOSC10,0.801148235,1.24E-04,,,,
ARHGAP42,0.995703257,1.60E-04,,,,
ERO1B,0.635142813,1.48E-04,,,,
PCDHA7,2.934246768,1.81E-04,,,,
PYGL,0.786616798,1.17E-04,,,,
PXK,0.677348968,1.46E-04,,,,
ZNF22,1.026882515,1.85E-04,,,,
EPS8,1.173743335,1.31E-04,,,,
LPAR4,1.697280931,2.03E-04,,,,
SRGAP2C,0.647860551,1.28E-04,,,,
SPATA6,1.029897738,1.82E-04,,,,
EPB41L3,1.165657408,1.31E-04,,,,
CPED1,2.08195534,1.92E-04,,,,
FEZ1,0.687483479,1.30E-04,,,,
PREX1,0.933841484,1.74E-04,,,,
ABHD6,0.918901054,1.66E-04,,,,
CYP27C1,1.159952295,2.07E-04,,,,
WWC3,0.600056271,1.36E-04,,,,
BLVRB,1.01349512,1.67E-04,,,,
TRIM48,1.837178927,2.03E-04,,,,
TMEM100,-0.971190768,1.53E-04,,,,
XPNPEP1,0.568213948,1.29E-04,,,,
IDE,0.744591354,1.43E-04,,,,
LPGAT1,0.730895923,1.34E-04,,,,
GAS1,1.61832985,1.59E-04,,,,
FOXJ3,0.486219006,1.31E-04,,,,
PTDSS1,0.583707695,1.33E-04,,,,
TMED10,0.518748686,1.21E-04,,,,
WFDC2,1.259072088,1.84E-04,,,,
PRSS12,-1.90592676,1.38E-04,,,,
PIKFYVE,0.661749923,1.38E-04,,,,
CTNNA1,0.599012112,1.21E-04,,,,
ATAT1,-3.443852536,1.95E-04,,,,
DDX50,0.709629331,1.46E-04,,,,
WBP1L,0.466123319,1.32E-04,,,,
STK32B,2.392990595,2.17E-04,,,,
TRIQK,0.72082843,1.68E-04,,,,
ATXN1,0.590812631,1.40E-04,,,,
CAV1,0.809194295,1.23E-04,,,,
NIBAN2,0.725525823,1.30E-04,,,,
ATL1,1.114048976,1.73E-04,,,,
SETD3,0.513745545,1.47E-04,,,,
SPRYD3,0.598032735,1.52E-04,,,,
IGFBP7,1.346490512,1.11E-04,,,,
FBLN2,1.217994137,1.40E-04,,,,
CNKSR2,-2.278693195,2.28E-04,,,,
SHANK2,-2.284431588,2.31E-04,,,,
TMEM144,1.600201245,2.15E-04,,,,
RAVER1,0.702452596,1.64E-04,,,,
KIAA1549L,1.32314468,1.65E-04,,,,
TECPR2,0.70942046,1.53E-04,,,,
SFRP1,0.74992038,1.34E-04,,,,
PDK3,0.739090671,1.58E-04,,,,
MAP2K1,0.538423193,1.45E-04,,,,
ANTXR2,0.550558177,1.53E-04,,,,
PRXL2C,0.937812693,2.20E-04,,,,
CRY2,0.555034833,1.61E-04,,,,
NBPF14,0.564622436,1.45E-04,,,,
ARHGAP20,1.471191246,2.36E-04,,,,
CYP4V2,0.703329546,1.96E-04,,,,
ARHGEF7,0.989657792,1.51E-04,,,,
SSU72,0.648528342,1.57E-04,,,,
CRTAC1,1.450385464,2.47E-04,,,,
PRDX1,0.839056286,1.45E-04,,,,
AARD,-2.352344479,1.68E-04,,,,
PPP3R1,0.567373818,1.54E-04,,,,
TNRC6B,0.517665127,1.64E-04,,,,
SSH1,0.66445408,1.56E-04,,,,
MANF,0.852763973,1.56E-04,,,,
RPL38,0.756463484,1.49E-04,,,,
CDK4,0.679737552,1.64E-04,,,,
SLC6A8,0.524920981,1.50E-04,,,,
ESYT2,0.60625437,1.49E-04,,,,
STBD1,0.763687889,1.58E-04,,,,
CHSY1,0.693165531,1.47E-04,,,,
NMI,2.194932586,2.47E-04,,,,
ABLIM3,-1.218141553,1.98E-04,,,,
VWF,-2.398342358,2.35E-04,,,,
HGSNAT,0.521939584,1.57E-04,,,,
CCND3,0.608410564,1.85E-04,,,,
ATRAID,0.644041275,1.65E-04,,,,
PKM,0.654585295,1.42E-04,,,,
SNF8,0.462544384,1.77E-04,,,,
HINT1,0.647039626,1.66E-04,,,,
TSPAN6,0.726711792,1.66E-04,,,,
TDO2,3.746229596,4.88E-05,,,,
NID2,1.959338035,1.48E-04,,,,
SUSD4,-2.833550335,2.39E-04,,,,
SH3RF3,1.097166955,2.49E-04,,,,
MT-CO2,0.845515539,1.47E-04,,,,
CARD6,2.445063947,2.42E-04,,,,
CUL4B,0.627341136,1.69E-04,,,,
GTF2E2,0.618922197,1.95E-04,,,,
RARG,1.096604831,1.69E-04,,,,
RNF150,0.498764852,1.64E-04,,,,
CLSTN2,2.372098398,1.98E-04,,,,
C2orf74,1.224825506,2.81E-04,,,,
UBE2E3,0.657038824,1.82E-04,,,,
DMRTA1,1.202351354,2.75E-04,,,,
IGF1,-1.420109044,1.87E-04,,,,
CREBL2,0.72380287,2.02E-04,,,,
SLC45A3,-1.426628055,2.76E-04,,,,
FKBP4,0.675612813,1.72E-04,,,,
IL4R,0.817265013,1.54E-04,,,,
BLOC1S1,1.093994469,2.62E-04,,,,
RGS11,-1.625896415,2.88E-04,,,,
SLC25A43,1.375081695,2.57E-04,,,,
MPDZ,0.665813579,1.77E-04,,,,
MAP4K3,0.753761895,1.85E-04,,,,
TPST1,0.539409986,1.84E-04,,,,
ECI2,0.738511346,2.05E-04,,,,
USP24,0.865550944,1.84E-04,,,,
UNC80,1.156626913,2.80E-04,,,,
SMAD6,1.094318962,1.98E-04,,,,
PTHLH,1.003476206,2.28E-04,,,,
AQP7B,2.060940759,2.87E-04,,,,
MFF,0.493638247,2.01E-04,,,,
HTRA3,1.387700038,3.09E-04,,,,
RASGEF1A,1.447531351,0.000312957,,,,
HTATIP2,0.85804545,2.25E-04,,,,
KCNAB2,0.717453425,2.60E-04,,,,
NUTM2D,-1.764659931,3.15E-04,,,,
CKMT1B,-3.762255696,1.94E-04,,,,
SGK2,1.450326465,3.13E-04,,,,
NBPF10,0.672848474,2.06E-04,,,,
ZRSR2,0.801444375,2.75E-04,,,,
PCYOX1,0.494629762,1.79E-04,,,,
TMEM178B,-2.570777536,3.23E-04,,,,
TRIB2,0.580989834,2.02E-04,,,,
CADM3,-1.334736265,1.89E-04,,,,
USP28,0.766505209,2.29E-04,,,,
PLSCR1,0.904327788,2.00E-04,,,,
IGFL2,0.907084699,2.55E-04,,,,
CBR3,3.112901627,2.05E-04,,,,
PARVA,0.859385264,1.89E-04,,,,
RIC3,-1.531584261,3.16E-04,,,,
,3.227324673,2.93E-04,,,,
GSTO1,1.226540865,2.22E-04,,,,
NRXN3,1.189731363,2.82E-04,,,,
HERC4,0.60277723,2.14E-04,,,,
IFT172,0.721738515,2.32E-04,,,,
ERAP1,0.752778457,2.32E-04,,,,
HLA-DQB1,-3.971541935,2.83E-05,,,,
SPATS2L,1.003989094,2.09E-04,,,,
EPS8L1,-2.434400324,3.52E-04,,,,
TYRP1,4.593219223,3.40E-04,,,,
LINGO1,1.923863987,3.46E-04,,,,
BACH1,0.620967359,2.17E-04,,,,
CNTNAP3,1.268216619,3.38E-04,,,,
VAMP3,0.654938559,2.07E-04,,,,
SH2D4A,1.332031815,2.45E-04,,,,
CYP2J2,2.126549221,3.38E-04,,,,
MAP10,1.617062065,3.25E-04,,,,
ZFYVE26,0.951643115,2.28E-04,,,,
CD63,0.695870425,1.94E-04,,,,
WHRN,-0.764340473,2.60E-04,,,,
DIXDC1,0.565212718,2.37E-04,,,,
WDPCP,0.842232807,3.06E-04,,,,
PSMA7,0.638941894,2.16E-04,,,,
ADAT2,-1.330139694,3.67E-04,,,,
COX6B1,0.833635108,2.35E-04,,,,
OSBPL5,0.86165745,2.59E-04,,,,
STEAP2,-1.19362182,3.41E-04,,,,
STX3,0.643851875,2.58E-04,,,,
ERMN,3.694181556,1.79E-04,,,,
CA14,1.271116634,3.58E-04,,,,
HIVEP2,0.651907897,2.29E-04,,,,
CCDC88C,-2.422107469,3.85E-04,,,,
HSD17B4,0.50727135,2.31E-04,,,,
RGMB,0.806100484,2.45E-04,,,,
PDGFRB,1.40458584,2.35E-04,,,,
ARPC2,0.503311969,2.16E-04,,,,
FAF1,0.744353577,2.76E-04,,,,
SLC26A4,3.160620227,2.33E-04,,,,
CLTC,0.453651708,2.11E-04,,,,
RPN2,0.590034079,2.13E-04,,,,
RELA,0.506697103,2.39E-04,,,,
MORF4L2,0.525160248,2.17E-04,,,,
WWTR1,0.685470007,2.22E-04,,,,
RAVER2,0.728150505,2.93E-04,,,,
VASH1,0.605807719,2.44E-04,,,,
WSCD2,2.314163603,3.65E-04,,,,
GMPR,1.445199938,3.79E-04,,,,
CTBS,0.761998129,2.58E-04,,,,
SH3KBP1,0.916090211,2.52E-04,,,,
BMP6,-1.102032162,2.86E-04,,,,
PAIP1,0.560540954,2.44E-04,,,,
TRIP12,0.546400118,2.25E-04,,,,
SGPP1,0.675788944,3.32E-04,,,,
ARRDC4,-1.188999363,2.67E-04,,,,
