gene_name,logFC,P.Value,,,,
C4orf50,-2.058139224,1.40E-05,,,,
DAG1,0.818517922,9.37E-06,,,,
CTSV,1.37808941,1.39E-05,,,,
RPS5,0.75570727,9.15E-06,,,,
SCUBE3,1.61114109,1.08E-05,,,,
ATAT1,-3.167386503,1.48E-05,,,,
GNG2,1.150873649,9.97E-06,,,,
RPL27,0.7613393,9.52E-06,,,,
EFR3A,0.821328438,1.18E-05,,,,
APAF1,1.033417911,1.07E-05,,,,
DCAKD,0.875573939,1.17E-05,,,,
MAP3K9,-1.263431794,1.12E-05,,,,
ZNF676,-5.29785929,5.92E-06,,,,
SNRPD2,0.999578414,1.06E-05,,,,
PLAG1,1.084375548,1.36E-05,,,,
RPL35A,0.86238967,9.88E-06,,,,
ASIC4,-1.853184419,1.56E-05,,,,
FOXO1,1.352009682,1.48E-05,,,,
NUTM2D,-1.558266789,1.53E-05,,,,
NME2,0.897151228,1.05E-05,,,,
JAKMIP2,1.098761092,1.28E-05,,,,
KCNJ11,-2.016000532,1.61E-05,,,,
DGKI,-1.504519879,1.31E-05,,,,
SERINC1,-0.806096283,1.01E-05,,,,
FLRT2,-1.366877394,1.23E-05,,,,
BIRC5,2.307527453,1.70E-05,,,,
KCNH2,-1.317432671,1.34E-05,,,,
CASQ2,5.182085237,2.69E-06,,,,
ID4,0.993453491,1.14E-05,,,,
GNG5,0.931518137,1.25E-05,,,,
SORCS3,-1.740847769,1.62E-05,,,,
LIMA1,1.139864536,1.30E-05,,,,
WWP2,1.125957829,1.23E-05,,,,
RPLP0,0.833115139,1.05E-05,,,,
CHDH,2.77436359,1.42E-05,,,,
TTC9,-1.249952754,1.38E-05,,,,
ARPC1B,2.02187116,1.65E-05,,,,
RPL21,0.684895508,1.10E-05,,,,
MELK,1.457661114,1.72E-05,,,,
FEN1,1.131290481,1.46E-05,,,,
CD200,-1.038319712,1.22E-05,,,,
SAT1,1.811524926,1.34E-05,,,,
SLC13A3,2.696579992,1.58E-05,,,,
LRRTM1,3.077961822,1.86E-05,,,,
C12orf57,0.950404887,1.31E-05,,,,
PPP2R1B,1.041803762,1.31E-05,,,,
CCDC8,1.175912778,1.45E-05,,,,
LRP2,3.127142395,1.49E-05,,,,
CC2D2A,0.916710031,1.63E-05,,,,
CHCHD5,1.140184258,1.86E-05,,,,
SGIP1,-1.3605773,1.51E-05,,,,
SUCLG2,1.015246412,1.55E-05,,,,
PCNA,1.072112443,1.34E-05,,,,
RNPEP,0.706288784,1.39E-05,,,,
MSMO1,-1.093494646,1.26E-05,,,,
PSMB4,0.782209309,1.30E-05,,,,
GAK,0.792240412,1.34E-05,,,,
REEP1,-0.876431495,1.61E-05,,,,
APEX1,0.779664494,1.29E-05,,,,
CREM,1.537385725,1.73E-05,,,,
SORBS3,1.020629663,1.47E-05,,,,
UNC5A,-2.451420107,1.99E-05,,,,
ZNF423,0.857274779,1.60E-05,,,,
SARAF,-0.530744656,1.23E-05,,,,
ASPHD2,-1.156853727,1.79E-05,,,,
IPO5,0.592224874,1.25E-05,,,,
SCN8A,-1.45404043,1.55E-05,,,,
MYRF,2.354380482,1.92E-05,,,,
PDPN,1.694046244,1.48E-05,,,,
COX8A,0.877366431,1.45E-05,,,,
MAML2,1.072997848,1.57E-05,,,,
SIRT2,0.858993964,1.68E-05,,,,
DTL,2.095986168,2.07E-05,,,,
RPL10A,0.917587788,1.29E-05,,,,
OSBPL1A,0.949942102,1.49E-05,,,,
LRP12,-0.849857188,1.45E-05,,,,
XPR1,-0.880829141,1.36E-05,,,,
RSPO2,2.322394082,2.06E-05,,,,
RORB,1.952491016,2.12E-05,,,,
ATP9B,0.80284535,1.70E-05,,,,
INCENP,0.751084883,1.69E-05,,,,
LHX2,4.97898353,1.86E-05,,,,
RREB1,1.103695967,1.84E-05,,,,
ATP10D,1.419298893,2.08E-05,,,,
SORCS1,1.69506248,1.77E-05,,,,
LIX1,2.065681394,2.23E-05,,,,
RPL12,0.89343578,1.36E-05,,,,
POGLUT3,2.870934923,2.24E-05,,,,
PDCD4,0.759836656,1.54E-05,,,,
PFAS,0.812579306,1.68E-05,,,,
NR2F1,1.674979582,1.60E-05,,,,
DGLUCY,1.178504174,1.93E-05,,,,
MAN2B1,0.887156593,1.65E-05,,,,
LRATD2,0.998564529,1.85E-05,,,,
PLK4,1.427575774,2.32E-05,,,,
RPL11,0.753145368,1.41E-05,,,,
TALDO1,1.301744614,1.62E-05,,,,
ZIC4,2.454742415,1.88E-05,,,,
CKS1B,1.043520446,1.94E-05,,,,
DDX50,0.864086153,1.68E-05,,,,
AGA,1.289691404,2.36E-05,,,,
RPS20,0.765055546,1.47E-05,,,,
LAMB2,0.893980173,1.65E-05,,,,
STX1A,-0.990063759,2.07E-05,,,,
GSTM2,0.775886054,2.03E-05,,,,
MRAS,-0.946374719,1.71E-05,,,,
CDC42EP4,0.850623151,1.92E-05,,,,
FBXO5,1.210355518,2.33E-05,,,,
RUFY1,0.985827415,2.26E-05,,,,
GUSB,0.977196297,1.94E-05,,,,
C1QTNF3,2.358063738,2.52E-05,,,,
MAP1LC3B,-0.68642058,1.58E-05,,,,
SCN3A,-2.14497184,2.22E-05,,,,
C5orf15,1.029931857,1.71E-05,,,,
SEPTIN9,0.721614903,1.58E-05,,,,
MEA1,1.097071436,1.88E-05,,,,
ZNF331,1.043419602,2.16E-05,,,,
IFFO2,-0.855949762,1.91E-05,,,,
CENPA,2.508387142,2.17E-05,,,,
PLS3,1.525665473,1.76E-05,,,,
TP53I11,-1.061421502,1.75E-05,,,,
SERF2,0.836223934,1.66E-05,,,,
TNFRSF19,1.978279896,2.03E-05,,,,
SLC1A2,-1.398926845,2.22E-05,,,,
VAX1,3.158865998,2.42E-05,,,,
WDR25,1.010597395,2.53E-05,,,,
AKAP13,0.610165571,1.74E-05,,,,
RPL35,0.927757027,1.67E-05,,,,
RPL8,0.79268286,1.59E-05,,,,
ARHGEF17,0.741027358,1.79E-05,,,,
CIT,1.217947886,2.12E-05,,,,
PRDX1,1.041803539,1.72E-05,,,,
MSC,-1.87528363,2.59E-05,,,,
ADSS2,0.714792297,1.91E-05,,,,
GUCY1B1,2.242710744,2.61E-05,,,,
NDST1,-1.043753911,1.71E-05,,,,
RPL32,0.696186848,1.67E-05,,,,
NQO1,2.451766505,2.72E-05,,,,
TMEFF2,2.054274016,2.47E-05,,,,
NQO2,1.031822871,2.55E-05,,,,
GLB1L,1.497293739,2.77E-05,,,,
ITGB4,6.128582961,1.49E-05,,,,
ZFP36L1,0.703077663,1.75E-05,,,,
RPL26,0.703388433,1.69E-05,,,,
GASK1A,1.750231219,2.32E-05,,,,
TMEM135,0.874504239,2.21E-05,,,,
ARHGEF40,0.901748435,1.89E-05,,,,
RPL10,0.774753564,1.70E-05,,,,
PSMB1,0.620707846,1.88E-05,,,,
DNM3,-1.164054667,2.10E-05,,,,
WWTR1,1.172968256,2.28E-05,,,,
NUDT4,0.676951513,1.88E-05,,,,
PAX3,1.862487582,2.52E-05,,,,
CNN3,0.655250605,1.80E-05,,,,
DNAJC12,1.495198608,2.94E-05,,,,
RAB34,1.540203811,2.66E-05,,,,
ASPHD1,-1.016441814,2.49E-05,,,,
CAST,0.740775161,2.06E-05,,,,
KRCC1,0.986327916,2.69E-05,,,,
AMMECR1,1.474475347,2.76E-05,,,,
BLCAP,-1.398310599,2.00E-05,,,,
PARP14,3.373441105,2.97E-05,,,,
CENPM,2.062025709,2.97E-05,,,,
EEF1A1,0.80722006,1.69E-05,,,,
IFI6,3.347551386,3.03E-05,,,,
RPA2,0.866861565,2.36E-05,,,,
CZIB,0.780145931,2.55E-05,,,,
RBBP7,0.669841006,1.96E-05,,,,
RPS19,0.675754213,1.86E-05,,,,
ALDH6A1,0.954202258,2.48E-05,,,,
ITSN1,0.857326844,2.02E-05,,,,
RPS7,0.775416175,1.92E-05,,,,
HAUS4,1.558037694,2.91E-05,,,,
EMP2,1.162733986,2.72E-05,,,,
FBL,0.885826844,2.30E-05,,,,
SYNPO2L,2.83573481,1.77E-05,,,,
SAMD14,-1.273033897,2.24E-05,,,,
SEPTIN8,0.543113453,2.07E-05,,,,
FRZB,7.294313927,3.32E-05,,,,
STOX1,2.574218762,2.69E-05,,,,
RPS17,0.642383995,1.93E-05,,,,
AP3B2,-1.025959276,2.55E-05,,,,
HRK,-1.880008136,3.23E-05,,,,
GPRASP1,1.109141631,2.58E-05,,,,
CHST3,1.511811837,2.29E-05,,,,
MEGF10,1.387335369,2.64E-05,,,,
CSF1,1.530131403,3.04E-05,,,,
CENPH,1.108251767,3.08E-05,,,,
COL9A1,5.132786008,3.48E-05,,,,
TTYH3,-1.048773575,2.04E-05,,,,
GULP1,0.962064107,2.75E-05,,,,
,0.923685819,2.80E-05,,,,
B3GNT4,-1.940142325,3.29E-05,,,,
LAMA1,1.501168034,2.41E-05,,,,
LXN,4.43366234,2.64E-05,,,,
TMED5,0.952760967,2.31E-05,,,,
GAS6,-1.448785887,2.53E-05,,,,
NUCKS1,0.516478684,2.06E-05,,,,
SLC6A9,-1.587742376,3.22E-05,,,,
ST13,0.683826256,2.11E-05,,,,
CHAF1A,0.979844656,2.83E-05,,,,
RPS29,1.087828608,2.24E-05,,,,
EML5,-3.497295312,3.34E-05,,,,
GRIK1,3.106929068,3.63E-05,,,,
CTDSPL,1.049483464,2.91E-05,,,,
ZSWIM5,-0.914522715,2.79E-05,,,,
POLA2,1.097118183,3.41E-05,,,,
CAP2,1.230986283,2.58E-05,,,,
ACACB,1.134288675,3.53E-05,,,,
RAVER2,0.940786947,2.93E-05,,,,
TEAD4,1.638657568,3.63E-05,,,,
RPL24,0.802896402,2.20E-05,,,,
PHF24,-1.762344589,3.33E-05,,,,
GABRG2,-1.316597236,3.57E-05,,,,
SND1,0.670439667,2.23E-05,,,,
ASAH1,0.901391792,2.36E-05,,,,
EEF1B2,0.790933888,2.43E-05,,,,
MDFI,1.090102184,2.77E-05,,,,
BPIFB1,5.726163176,7.11E-06,,,,
GYG2,1.231772465,2.69E-05,,,,
CCDC77,1.111783032,3.56E-05,,,,
RGS14,1.584390802,3.77E-05,,,,
NDRG4,-0.793336626,2.53E-05,,,,
FAM219A,-0.800290352,2.41E-05,,,,
SHROOM4,1.43179041,3.65E-05,,,,
STK36,0.859698476,3.17E-05,,,,
SMIM20,1.039808425,3.43E-05,,,,
ZMYM3,0.60047989,2.46E-05,,,,
SHROOM3,0.777291988,2.65E-05,,,,
RPL7,0.725638281,2.24E-05,,,,
,1.243018495,2.53E-05,,,,
IMPDH2,0.799087649,2.41E-05,,,,
RPS13,0.704534496,2.40E-05,,,,
SFRP4,3.983576453,2.43E-05,,,,
RPL3,0.917222255,2.27E-05,,,,
IRF9,1.984451943,3.95E-05,,,,
OAS1,2.318079024,4.00E-05,,,,
EPS8,1.619334381,3.07E-05,,,,
SLC13A4,2.240815378,3.99E-05,,,,
GALNT7,0.648337799,2.79E-05,,,,
HMMR,1.312786748,3.99E-05,,,,
STEAP2,-1.833142206,4.07E-05,,,,
RGMA,-1.709371649,2.97E-05,,,,
RELL2,-1.327062273,3.86E-05,,,,
BLOC1S1,1.178676529,3.63E-05,,,,
DTX3L,3.166886899,4.00E-05,,,,
MDK,0.974411148,2.50E-05,,,,
SHD,1.812392754,4.14E-05,,,,
CHST2,-1.71067218,3.47E-05,,,,
UBE2C,2.494939569,4.18E-05,,,,
SYNJ2,2.59516933,4.20E-05,,,,
PCBP1,0.650162838,2.54E-05,,,,
SRSF7,0.710843323,2.70E-05,,,,
BSN,-1.025640462,3.12E-05,,,,
FAM89A,2.56534727,4.08E-05,,,,
EPHB4,0.946409654,3.15E-05,,,,
STIL,1.098162222,4.12E-05,,,,
TSHZ1,1.31117984,3.69E-05,,,,
CKMT1A,-2.956313271,4.47E-05,,,,
AFF1,0.984598407,3.17E-05,,,,
UNC45A,0.654438324,3.05E-05,,,,
TRIP6,1.527053773,3.80E-05,,,,
TEP1,1.019989215,3.78E-05,,,,
SPC24,1.300209519,4.55E-05,,,,
SPATA13,1.897557898,3.42E-05,,,,
TMEM47,0.627639063,3.03E-05,,,,
CNGB1,-1.866143513,4.22E-05,,,,
RPL18,0.66244342,2.69E-05,,,,
CLU,0.931898238,2.87E-05,,,,
IKZF2,1.802493085,4.35E-05,,,,
TRMT9B,1.179685048,4.45E-05,,,,
SUCO,0.967678328,2.94E-05,,,,
STOML2,0.925015324,3.10E-05,,,,
CKAP2L,1.271342999,4.62E-05,,,,
YWHAG,-0.594927996,2.75E-05,,,,
ELF2,0.764846032,3.49E-05,,,,
RPL23,0.735430469,2.83E-05,,,,
KIF20B,1.987429505,4.98E-05,,,,
STAT2,1.193805523,3.43E-05,,,,
BHLHB9,1.351434058,4.68E-05,,,,
IGSF3,-1.094050111,3.06E-05,,,,
FXR1,0.490904877,3.04E-05,,,,
WASF2,0.800034845,3.14E-05,,,,
DENND10,0.582629417,3.63E-05,,,,
IRAK4,0.983838469,4.69E-05,,,,
KIF14,1.572845885,5.13E-05,,,,
SLC4A10,-2.361712049,4.93E-05,,,,
EPHB2,-1.187579691,3.20E-05,,,,
WDR19,0.894706709,3.81E-05,,,,
ACSL4,-0.834018632,3.16E-05,,,,
RPL38,0.886423973,3.12E-05,,,,
RPL36,0.743032344,3.16E-05,,,,
SLC2A12,1.816459109,5.16E-05,,,,
GFOD2,-0.891546509,3.65E-05,,,,
MYOF,1.475073674,4.42E-05,,,,
A4GALT,-1.267933567,4.66E-05,,,,
PTMA,0.566398442,3.03E-05,,,,
LRRC49,-0.877151617,4.18E-05,,,,
C1QTNF6,0.877999126,4.37E-05,,,,
RPS15A,0.736234729,3.10E-05,,,,
CETN2,0.985834937,3.75E-05,,,,
SMTNL2,2.429663464,5.03E-05,,,,
NEMP1,0.704662273,3.94E-05,,,,
ISL1,-1.828014577,4.69E-05,,,,
NFATC4,0.949451348,4.94E-05,,,,
PPM1B,0.681811426,3.61E-05,,,,
PGBD5,-2.186642481,4.41E-05,,,,
RASSF2,-1.571304044,3.75E-05,,,,
WDFY1,0.581433947,3.47E-05,,,,
TELO2,0.858942174,4.26E-05,,,,
MYH3,3.059414572,5.22E-05,,,,
ANGPTL2,2.79598504,5.12E-05,,,,
MIS18BP1,1.510410455,5.38E-05,,,,
PHF21B,-1.397324842,4.12E-05,,,,
CDCA7,1.487808955,5.50E-05,,,,
ZNF280D,1.743460578,5.57E-05,,,,
FANCA,1.148119623,4.96E-05,,,,
ST8SIA6,4.874779358,2.28E-05,,,,
CNN2,1.027411441,3.58E-05,,,,
RDX,0.904087963,3.43E-05,,,,
SST,5.138018648,5.00E-05,,,,
EML3,1.332484352,5.27E-05,,,,
KCNIP4,1.880813548,5.74E-05,,,,
CDH23,1.705964222,5.66E-05,,,,
PLEKHB1,1.562063877,5.75E-05,,,,
IFT172,0.883696198,4.15E-05,,,,
C17orf49,0.870971476,4.45E-05,,,,
DKK2,3.354347809,4.93E-05,,,,
RNASEH2A,1.310201515,5.02E-05,,,,
LRRC1,0.907698991,5.47E-05,,,,
A2M,3.54045337,4.60E-05,,,,
HSD17B4,0.606262549,3.77E-05,,,,
BTG3,1.179775127,4.36E-05,,,,
CRB2,2.147888707,6.03E-05,,,,
WSCD2,1.976150076,6.16E-05,,,,
BCAM,1.054218875,4.44E-05,,,,
CENPO,0.851475499,4.88E-05,,,,
ATP6V0E2,-0.689957221,4.20E-05,,,,
GDI1,-0.720079894,3.61E-05,,,,
GNB4,0.770618871,3.96E-05,,,,
TUB,0.783035576,3.96E-05,,,,
COLGALT2,1.544803201,4.71E-05,,,,
MAVS,0.554700606,3.92E-05,,,,
VAMP3,0.956758973,4.61E-05,,,,
NCALD,1.166164312,4.23E-05,,,,
ERC2,-1.113646295,5.13E-05,,,,
FMR1,0.688367448,4.24E-05,,,,
SOX1,2.441738387,6.53E-05,,,,
SDC3,-0.685552155,3.80E-05,,,,
KIF20A,2.714988309,6.56E-05,,,,
NUF2,1.584631668,6.62E-05,,,,
HNRNPA1,0.709101796,3.64E-05,,,,
TTC23,0.807232287,5.48E-05,,,,
DACT1,1.064532927,5.06E-05,,,,
HADHB,0.814516433,4.37E-05,,,,
UROD,1.093756589,4.93E-05,,,,
TAFA5,1.036672599,5.71E-05,,,,
SOSTDC1,2.147843229,6.01E-05,,,,
POLR2G,0.819184441,4.57E-05,,,,
AP2A2,-1.219828838,4.85E-05,,,,
MEIS2,1.325214867,4.48E-05,,,,
FYCO1,0.870694885,5.57E-05,,,,
DPY19L1,0.894030969,4.45E-05,,,,
CSMD2,-1.459875208,6.26E-05,,,,
SAE1,0.83541251,4.18E-05,,,,
ERICH5,3.786287016,4.18E-05,,,,
STAT3,0.667871432,4.05E-05,,,,
ABLIM2,-1.48716286,6.88E-05,,,,
PAN2,0.749671433,5.31E-05,,,,
MOV10,1.094980352,5.43E-05,,,,
BMPR1A,0.627171047,4.77E-05,,,,
LTBP1,1.065010734,4.88E-05,,,,
GINS1,0.966357305,6.53E-05,,,,
PEX2,0.925918767,5.46E-05,,,,
FN3KRP,1.425800854,5.77E-05,,,,
SLC1A4,-1.252648568,4.86E-05,,,,
SPAG8,3.416796429,4.32E-05,,,,
,-3.716592479,4.64E-05,,,,
RAPH1,-0.70225705,4.80E-05,,,,
ZNF330,0.649025716,5.68E-05,,,,
NDUFA13,0.751744843,4.74E-05,,,,
SERBP1,0.539926737,4.38E-05,,,,
LRRC23,1.343628927,7.58E-05,,,,
MIPEP,1.458125208,7.26E-05,,,,
LRCH3,1.013913461,4.93E-05,,,,
MPDZ,0.774842447,4.82E-05,,,,
BCAR1,0.779932052,5.25E-05,,,,
OAF,1.820558746,7.62E-05,,,,
HPS5,1.858051259,6.93E-05,,,,
SLCO4A1,-2.137425412,6.83E-05,,,,
HINT1,0.730127145,4.86E-05,,,,
B4GALNT1,-1.44295857,5.91E-05,,,,
ZBTB16,1.197460422,7.80E-05,,,,
DOCK3,-1.161025948,5.68E-05,,,,
VEPH1,-1.976677866,8.19E-05,,,,
SIL1,0.842130351,6.19E-05,,,,
SGCE,0.688765734,5.74E-05,,,,
DIPK2A,1.133896309,6.63E-05,,,,
CTSL,1.20351861,5.58E-05,,,,
PLAT,3.741829434,7.68E-05,,,,
ERBB4,1.752516578,8.31E-05,,,,
RIOX2,1.292892754,7.24E-05,,,,
HADH,0.799526133,6.04E-05,,,,
TSPAN2,-1.200512729,6.67E-05,,,,
ZNF793,-1.461350293,7.06E-05,,,,
PRSS12,-2.577712353,6.30E-05,,,,
SMPD3,-1.420496075,6.85E-05,,,,
SUN2,-0.739540597,5.12E-05,,,,
FREM1,2.215293925,8.64E-05,,,,
EPHA10,-1.543011962,7.85E-05,,,,
ZNF516,0.549439797,5.45E-05,,,,
TBC1D1,0.865696596,5.65E-05,,,,
TKTL1,2.375335445,7.48E-05,,,,
MSI2,0.595813455,5.25E-05,,,,
EBF3,-1.532901695,6.86E-05,,,,
CSTF2T,0.67994798,5.79E-05,,,,
NDUFA2,0.788475772,6.65E-05,,,,
DIAPH2,1.484127958,8.20E-05,,,,
ANO4,1.202416561,8.02E-05,,,,
GJD2,1.957729929,8.99E-05,,,,
SLC18A1,6.587410404,2.09E-05,,,,
FIGN,1.037580972,6.53E-05,,,,
DHRS3,2.41519917,8.61E-05,,,,
ELF1,1.778588052,7.91E-05,,,,
C14orf93,1.182895339,8.97E-05,,,,
PTGIS,1.807488005,7.49E-05,,,,
LIMD1,0.9648528,7.06E-05,,,,
CAPS,1.946527275,9.13E-05,,,,
RTN3,-0.761217586,5.11E-05,,,,
ATP1B2,1.514348845,6.50E-05,,,,
TMEM164,0.922790178,5.96E-05,,,,
OXA1L,0.527699821,5.79E-05,,,,
P2RX2,5.823015625,1.18E-05,,,,
WWC3,0.718106038,6.33E-05,,,,
TBC1D30,-1.375845394,8.04E-05,,,,
CALY,-2.110938378,9.12E-05,,,,
NREP,0.685010644,5.21E-05,,,,
RPL7A,0.787989491,5.21E-05,,,,
GLMP,1.960186546,9.17E-05,,,,
ARL6IP4,0.765482343,5.89E-05,,,,
MAD2L2,0.752599137,6.65E-05,,,,
DBF4B,0.944039775,8.80E-05,,,,
TYMS,1.147356437,6.86E-05,,,,
LDHB,0.790126983,5.38E-05,,,,
RIC3,-1.144041487,7.33E-05,,,,
DCXR,0.875582597,7.23E-05,,,,
KANK2,1.149702981,7.38E-05,,,,
SNTB1,1.180068241,9.56E-05,,,,
ACSF2,1.480670489,9.13E-05,,,,
KIRREL3,-1.27017334,7.49E-05,,,,
UNC5D,1.802986175,8.19E-05,,,,
ZNF589,0.785428622,7.73E-05,,,,
MESD,0.828352958,6.25E-05,,,,
TMEM151A,-1.933260695,8.86E-05,,,,
MAP10,1.697810256,9.71E-05,,,,
VOPP1,-0.786144409,6.00E-05,,,,
NT5DC1,0.836546356,8.09E-05,,,,
ZNF728,-7.415756984,1.07E-05,,,,
EPB41L1,-0.878330382,5.96E-05,,,,
ETV6,0.887967642,8.03E-05,,,,
DDN,2.968837864,6.49E-05,,,,
TMEM258,0.949252414,7.37E-05,,,,
RNF130,0.793377525,6.11E-05,,,,
CDH22,-1.897217652,1.04E-04,,,,
PARP1,0.893199419,5.90E-05,,,,
CD151,0.641584745,6.39E-05,,,,
PAG1,1.173823535,8.27E-05,,,,
RPS6KA2,-1.193091318,6.50E-05,,,,
COX6B1,0.952187263,6.61E-05,,,,
PDIA6,0.771281202,5.91E-05,,,,
TPBG,1.565502134,8.34E-05,,,,
SNX2,0.697400457,6.67E-05,,,,
PAICS,0.815924072,6.11E-05,,,,
SNX3,0.772061218,6.49E-05,,,,
ZNF511,0.973799564,9.64E-05,,,,
SH3D19,1.778799153,8.27E-05,,,,
FAU,0.75619903,6.20E-05,,,,
NID1,2.062210526,8.02E-05,,,,
BICD2,-0.844135484,6.57E-05,,,,
MYLK,1.31227971,8.56E-05,,,,
TACR1,-3.362348991,1.00E-04,,,,
HMG20B,0.934568413,7.44E-05,,,,
MED14,0.59965496,6.65E-05,,,,
CAD,0.733786668,6.76E-05,,,,
ERBB2,0.70449088,6.70E-05,,,,
BMP5,5.028997541,1.12E-04,,,,
PHYKPL,0.818439504,9.29E-05,,,,
ZFYVE28,-1.508647629,1.12E-04,,,,
RALGPS1,-1.155188818,8.12E-05,,,,
ATP5MC2,0.705343679,6.84E-05,,,,
SCRG1,2.289111755,1.09E-04,,,,
ACAN,7.048067063,1.15E-04,,,,
DLGAP3,-1.70593143,9.74E-05,,,,
TCTN1,0.661889841,7.99E-05,,,,
ZNF365,-1.673638234,1.16E-04,,,,
ANKRD54,0.894864207,8.48E-05,,,,
STARD13,2.067147633,1.06E-04,,,,
ENOX1,1.656248737,9.20E-05,,,,
TCF4,1.187711865,7.64E-05,,,,
CASP7,1.230708228,1.12E-04,,,,
CLSPN,1.215847723,1.09E-04,,,,
TGFBR1,-0.919365179,6.70E-05,,,,
RPS21,0.900849327,7.09E-05,,,,
GJC1,0.718683503,8.02E-05,,,,
LINGO2,-2.304532056,1.01E-04,,,,
GMNN,1.048214729,1.06E-04,,,,
CRTAP,0.799517652,7.48E-05,,,,
AGBL4,-3.237263985,1.16E-04,,,,
SPP1,3.307736378,1.15E-04,,,,
MDM1,1.069232337,1.08E-04,,,,
PSKH1,0.825033634,8.73E-05,,,,
DLL4,-2.145877284,1.25E-04,,,,
SERTAD4,-1.423026931,1.25E-04,,,,
S100A1,5.506237244,6.85E-05,,,,
OLFML2B,2.197612393,1.24E-04,,,,
CEP85L,-1.729085687,1.03E-04,,,,
RPL19,0.677330029,6.88E-05,,,,
DCT,7.21502285,8.24E-05,,,,
METTL17,0.595760082,9.35E-05,,,,
SLC6A20,3.867117809,9.44E-05,,,,
KCNA3,-2.971308552,1.30E-04,,,,
IFI35,5.547658358,7.04E-05,,,,
MAN1C1,1.417976188,1.09E-04,,,,
SHC1,1.05097953,7.91E-05,,,,
DKC1,0.655327931,8.48E-05,,,,
APLP1,-1.179567688,7.48E-05,,,,
FRA10AC1,0.965711734,1.01E-04,,,,
PLEKHO2,1.032215895,1.14E-04,,,,
LSM7,0.753791682,8.87E-05,,,,
USP9X,0.642652611,7.38E-05,,,,
NAT8L,-1.415952714,9.95E-05,,,,
MAGT1,0.765702229,8.55E-05,,,,
PIERCE1,1.574309479,1.32E-04,,,,
CTNNAL1,0.669022382,9.18E-05,,,,
SMAD9,1.452640362,1.07E-04,,,,
FOXN3,0.587340094,8.15E-05,,,,
PDE3A,1.950413079,1.11E-04,,,,
CPEB3,-0.946720173,1.16E-04,,,,
STX1B,-1.134592954,9.42E-05,,,,
PFN1,0.771083575,7.65E-05,,,,
OR2I1P,3.9282914,4.55E-05,,,,
FBLN2,2.474830429,1.28E-04,,,,
OSBPL6,-0.816021594,1.04E-04,,,,
FERMT2,0.910955028,8.34E-05,,,,
NOP53,0.741655922,7.91E-05,,,,
CDC7,1.203546761,1.11E-04,,,,
AHR,1.523857392,1.28E-04,,,,
OTUD7B,0.960217596,9.41E-05,,,,
PCDHB16,0.939739093,1.21E-04,,,,
ATG7,0.766415168,1.08E-04,,,,
RFWD3,0.770108779,9.94E-05,,,,
BCKDHB,1.069991156,1.15E-04,,,,
SEZ6L2,-0.68229306,7.99E-05,,,,
FGD3,-1.659197639,1.40E-04,,,,
KIAA0319,-1.52219571,1.46E-04,,,,
KIF16B,0.873088327,1.30E-04,,,,
SOAT1,0.861401653,1.03E-04,,,,
RAB3IP,-0.908512455,1.06E-04,,,,
RPS11,0.681228823,7.88E-05,,,,
TCP11L1,-0.729408896,1.09E-04,,,,
ANTXR2,0.701534816,1.03E-04,,,,
NBL1,-0.940496628,1.07E-04,,,,
RCN3,3.67006491,1.38E-04,,,,
ARMCX2,0.999885435,8.98E-05,,,,
TTLL11,-1.06758464,1.25E-04,,,,
ECEL1,-2.408110503,1.00E-04,,,,
ACP6,1.477393565,1.47E-04,,,,
EPS8L1,-2.142055997,1.44E-04,,,,
IPO5P1,1.995031187,0.000125924,,,,
TBCA,0.656713822,9.25E-05,,,,
RPS24,0.597254469,8.37E-05,,,,
RPL23AP42,0.918545157,8.99E-05,,,,
GPX8,1.178557406,1.10E-04,,,,
MAP3K8,1.872673373,1.58E-04,,,,
TMEM256,1.191083144,1.56E-04,,,,
RPS15,0.798990024,8.75E-05,,,,
SRM,0.83489658,1.07E-04,,,,
RARRES2,3.304140737,1.53E-04,,,,
RPL29,0.691889499,8.60E-05,,,,
NGFR,-0.804265907,9.11E-05,,,,
RDH10,4.065040139,1.47E-04,,,,
C5orf49,3.401540189,1.13E-04,,,,
PKM,0.732165942,8.50E-05,,,,
MRPL3,0.706586365,9.92E-05,,,,
FAM120A,0.560397101,1.00E-04,,,,
ASPH,0.832398006,9.48E-05,,,,
IFITM1,1.993784838,1.44E-04,,,,
HEY1,2.234343455,1.49E-04,,,,
MAGED2,0.730787454,8.86E-05,,,,
PUDP,0.948918078,1.23E-04,,,,
PWWP3B,1.578820828,1.68E-04,,,,
SQLE,-0.883883583,9.54E-05,,,,
KANK1,1.740027323,1.34E-04,,,,
KHSRP,0.524491824,9.27E-05,,,,
LRP10,0.719934426,1.16E-04,,,,
FLRT3,1.901260892,1.26E-04,,,,
PMP22,3.394486964,1.60E-04,,,,
PABPC1,0.617862899,8.98E-05,,,,
HELLS,0.948577913,1.42E-04,,,,
GATA2,2.366851452,1.74E-04,,,,
ZNF439,-2.242139703,1.71E-04,,,,
MPV17,0.783343637,1.28E-04,,,,
TMA7,0.791296953,1.06E-04,,,,
SAPCD2,1.071306364,1.46E-04,,,,
SYDE1,1.428877606,1.61E-04,,,,
AADAT,0.890009511,1.34E-04,,,,
GRM3,-2.128650123,1.70E-04,,,,
NCOA1,0.716117527,1.08E-04,,,,
FITM2,-0.766955183,1.35E-04,,,,
